"chr","tss","refseq_id","gene_symbol"
"chrX",115301958,"NM_000686","AGTR2"
"chr20",32891215,"NM_000687","AHCY"
"chr3",52232099,"NM_000688","ALAS1"
"chr9",75568233,"NM_000689","ALDH1A1"
"chr12",112204691,"NM_000690","ALDH2"
"chr17",19651746,"NM_000691","ALDH3A1"
"chr9",38392661,"NM_000692","ALDH1B1"
"chr15",101419897,"NM_000693","ALDH1A3"
"chr11",67777775,"NM_000694","ALDH3B1"
"chr11",67442102,"NM_000695","ALDH3B2"
"chr1",165667900,"NM_000696","ALDH9A1"
"chr17",6899384,"NM_000697","ALOX12"
"chr10",45869624,"NM_000698","ALOX5"
"chr1",104159954,"NM_000699","AMY2A"
"chr9",75766647,"NM_000700","ANXA1"
"chr1",116915795,"NM_000701","ATP1A1"
"chr1",160085520,"NM_000702","ATP1A2"
"chr19",36054560,"NM_000704","ATP4A"
"chr13",114312513,"NM_000705","ATP4B"
"chr12",63546590,"NM_000706","AVPR1A"
"chr1",206224283,"NM_000707","AVPR1B"
"chr19",41903694,"NM_000709","BCKDHA"
"chr14",96722547,"NM_000710","BDKRB1"
"chr7",43798272,"NM_000712","BLVRA"
"chr19",40971725,"NM_000713","BLVRB"
"chr22",43547520,"NM_000714","TSPO"
"chr1",207277607,"NM_000715","C4BPA"
"chr1",207262584,"NM_000716","C4BPB"
"chr17",58227302,"NM_000717","CA4"
"chr9",140772241,"NM_000718","CACNA1B"
"chr12",2162416,"NM_000719","CACNA1C"
"chr3",53529076,"NM_000720","CACNA1D"
"chr1",181452686,"NM_000721","CACNA1E"
"chr7",82073122,"NM_000722","CACNA2D1"
"chr17",37353956,"NM_000723","CACNB1"
"chr10",18549584,"NM_000724","CACNB2"
"chr12",49212254,"NM_000725","CACNB3"
"chr2",152955593,"NM_000726","CACNB4"
"chr17",65040652,"NM_000727","CACNG1"
"chr11",15095146,"NM_000728","CALCB"
"chr3",42307662,"NM_000729","CCK"
"chr4",26492042,"NM_000730","CCKAR"
"chr11",118213459,"NM_000732","CD3D"
"chr11",118175295,"NM_000733","CD3E"
"chr1",167487847,"NM_000734","CD247"
"chr6",87804865,"NM_000735","CGA"
"chr19",49527632,"NM_000737","CGB3"
"chr11",62689012,"NM_000738","CHRM1"
"chr7",136553832,"NM_000739","CHRM2"
"chr1",239792373,"NM_000740","CHRM3"
"chr11",46408158,"NM_000741","CHRM4"
"chr8",27336813,"NM_000742","CHRNA2"
"chr15",78913637,"NM_000743","CHRNA3"
"chr20",61992748,"NM_000744","CHRNA4"
"chr15",78857862,"NM_000745","CHRNA5"
"chr15",32322686,"NM_000746","CHRNA7"
"chr17",7348406,"NM_000747","CHRNB1"
"chr1",154540257,"NM_000748","CHRNB2"
"chr8",42552562,"NM_000749","CHRNB3"
"chr15",78933587,"NM_000750","CHRNB4"
"chr2",233390870,"NM_000751","CHRND"
"chr22",19929263,"NM_000754","COMT"
"chr9",131873070,"NM_000755","CRAT"
"chr8",67090846,"NM_000756","CRH"
"chr1",110453233,"NM_000757","CSF1"
"chr5",131409485,"NM_000758","CSF2"
"chr17",38171614,"NM_000759","CSF3"
"chr1",36948915,"NM_000760","CSF3R"
"chr15",75041184,"NM_000761","CYP1A2"
"chr19",41356352,"NM_000762","CYP2A6"
"chr19",41388657,"NM_000764","CYP2A7"
"chr7",99332823,"NM_000765","CYP3A7"
"chr19",41594356,"NM_000766","CYP2A13"
"chr19",41497204,"NM_000767","CYP2B6"
"chr10",96522438,"NM_000769","CYP2C19"
"chr10",96829254,"NM_000770","CYP2C8"
"chr10",96698415,"NM_000771","CYP2C9"
"chr10",96443251,"NM_000772","CYP2C18"
"chr10",135340867,"NM_000773","CYP2E1"
"chr19",41620353,"NM_000774","CYP2F1"
"chr1",60392423,"NM_000775","CYP2J2"
"chr7",99277649,"NM_000777","CYP3A5"
"chr1",47407156,"NM_000778","CYP4A11"
"chr1",47264670,"NM_000779","CYP4B1"
"chr8",59412720,"NM_000780","CYP7A1"
"chr15",74660081,"NM_000781","CYP11A1"
"chr20",52790516,"NM_000782","CYP24A1"
"chr10",94833647,"NM_000783","CYP26A1"
"chr2",219646472,"NM_000784","CYP27A1"
"chr12",58160976,"NM_000785","CYP27B1"
"chr7",91763840,"NM_000786","CYP51A1"
"chr9",136501485,"NM_000787","DBH"
"chr4",71859265,"NM_000788","DCK"
"chr17",61554422,"NM_000789","ACE"
"chr7",50628768,"NM_000790","DDC"
"chr5",79950800,"NM_000791","DHFR"
"chr1",54359861,"NM_000792","DIO1"
"chr14",80697397,"NM_000793","DIO2"
"chr5",174871163,"NM_000794","DRD1"
"chr11",113346001,"NM_000795","DRD2"
"chr3",113897899,"NM_000796","DRD3"
"chr11",637305,"NM_000797","DRD4"
"chr4",9783258,"NM_000798","DRD5"
"chr7",100318423,"NM_000799","EPO"
"chr5",142066060,"NM_000800","FGF1"
"chr20",1373816,"NM_000801","FKBP1A"
"chr11",71900959,"NM_000802","FOLR1"
"chr11",71927819,"NM_000803","FOLR2"
"chr11",71846771,"NM_000804","FOLR3"
"chr17",39868578,"NM_000805","GAST"
"chr5",161274197,"NM_000806","GABRA1"
"chr4",46392056,"NM_000807","GABRA2"
"chrX",151619831,"NM_000808","GABRA3"
"chr4",46996424,"NM_000809","GABRA4"
"chr15",27111866,"NM_000810","GABRA5"
"chr5",161112658,"NM_000811","GABRA6"
"chr4",47033295,"NM_000812","GABRB1"
"chr5",160975130,"NM_000813","GABRB2"
"chr15",27018223,"NM_000814","GABRB3"
"chr1",1950768,"NM_000815","GABRD"
"chr5",161494648,"NM_000816","GABRG2"
"chr2",171673200,"NM_000817","GAD1"
"chr10",26505236,"NM_000818","GAD2"
"chr21",34914464,"NM_000819","GART"
"chr13",114567076,"NM_000820","GAS6"
"chr2",85788657,"NM_000821","GGCX"
"chr7",31003636,"NM_000823","GHRHR"
"chr4",157997277,"NM_000824","GLRB"
"chr8",25282556,"NM_000825","GNRH1"
"chr4",158141736,"NM_000826","GRIA2"
"chr5",152870084,"NM_000827","GRIA1"
"chrX",122318096,"NM_000828","GRIA3"
"chr11",105480800,"NM_000829","GRIA4"
"chr21",31312282,"NM_000830","GRIK1"
"chr1",37499844,"NM_000831","GRIK3"
"chr9",140033609,"NM_000832","GRIN1"
"chr16",10276611,"NM_000833","GRIN2A"
"chr12",14133022,"NM_000834","GRIN2B"
"chr17",72856007,"NM_000835","GRIN2C"
"chr19",48898132,"NM_000836","GRIN2D"
"chr8",145064226,"NM_000837","GRINA"
"chr3",51741081,"NM_000839","GRM2"
"chr7",86273230,"NM_000840","GRM3"
"chr6",34113914,"NM_000841","GRM4"
"chr11",88796846,"NM_000842","GRM5"
"chr5",178422124,"NM_000843","GRM6"
"chr3",6902802,"NM_000844","GRM7"
"chr7",126883569,"NM_000845","GRM8"
"chr6",52628361,"NM_000846","GSTA2"
"chr6",52774496,"NM_000847","GSTA3"
"chr1",110210644,"NM_000848","GSTM2"
"chr1",110283660,"NM_000849","GSTM3"
"chr1",110198698,"NM_000850","GSTM4"
"chr1",110254864,"NM_000851","GSTM5"
"chr11",67351066,"NM_000852","GSTP1"
"chr22",24384311,"NM_000853","GSTT1"
"chr22",24322219,"NM_000854","GSTT2"
"chr11",106889171,"NM_000855","GUCY1A2"
"chr4",156587862,"NM_000856","GUCY1A1"
"chr4",156680125,"NM_000857","GUCY1B1"
"chr1",228327929,"NM_000858","GUK1"
"chr5",74632993,"NM_000859","HMGCR"
"chr4",175444049,"NM_000860","HPGD"
"chr3",11294385,"NM_000861","HRH1"
"chr1",120049826,"NM_000862","HSD3B1"
"chr6",78173120,"NM_000863","HTR1B"
"chr1",23521222,"NM_000864","HTR1D"
"chr6",87647024,"NM_000865","HTR1E"
"chr3",88031726,"NM_000866","HTR1F"
"chr2",231989824,"NM_000867","HTR2B"
"chrX",113818551,"NM_000868","HTR2C"
"chr11",113845797,"NM_000869","HTR3A"
"chr5",148034090,"NM_000870","HTR4"
"chr1",19991780,"NM_000871","HTR6"
"chr10",92617671,"NM_000872","HTR7"
"chr17",62084283,"NM_000873","ICAM2"
"chr21",34602200,"NM_000874","IFNAR2"
"chr15",99191768,"NM_000875","IGF1R"
"chr6",160390131,"NM_000876","IGF2R"
"chr2",102759236,"NM_000877","IL1R1"
"chr22",37545962,"NM_000878","IL2RB"
"chr5",131879214,"NM_000879","IL5"
"chr8",79717758,"NM_000880","IL7"
"chr3",159706623,"NM_000882","IL12A"
"chr7",128050036,"NM_000883","IMPDH1"
"chr3",49066875,"NM_000884","IMPDH2"
"chr2",182321619,"NM_000885","ITGA4"
"chr16",31366455,"NM_000887","ITGAX"
"chr2",161056824,"NM_000888","ITGB6"
"chr12",53601091,"NM_000889","ITGB7"
"chr11",128761313,"NM_000890","KCNJ5"
"chr17",68165676,"NM_000891","KCNJ2"
"chr4",187148672,"NM_000892","KLKB1"
"chr3",186435098,"NM_000893","KNG1"
"chr19",49520347,"NM_000894","LHB"
"chr12",96429439,"NM_000895","LTA4H"
"chr19",15751707,"NM_000896","CYP4F3"
"chrX",43741721,"NM_000898","MAOB"
"chr12",88974250,"NM_000899","KITLG"
"chr12",15038853,"NM_000900","MGP"
"chr4",149363672,"NM_000901","NR3C2"
"chr3",154797436,"NM_000902","MME"
"chr16",69760533,"NM_000903","NQO1"
"chr6",3000050,"NM_000904","NQO2"
"chr7",24323807,"NM_000905","NPY"
"chr1",153651164,"NM_000906","NPR1"
"chr5",32711438,"NM_000908","NPR3"
"chr4",164253947,"NM_000909","NPY1R"
"chr4",156129781,"NM_000910","NPY2R"
"chr1",29138654,"NM_000911","OPRD1"
"chr8",54164194,"NM_000912","OPRK1"
"chr20",62711471,"NM_000913","OPRL1"
"chr6",154360237,"NM_000914","OPRM1"
"chr20",3052266,"NM_000915","OXT"
"chr3",8811300,"NM_000916","OXTR"
"chr10",74856732,"NM_000917","P4HA1"
"chr17",79818544,"NM_000918","P4HB"
"chr5",102201527,"NM_000919","PAM"
"chr11",66725847,"NM_000920","PC"
"chr12",20522179,"NM_000921","PDE3A"
"chr11",14665269,"NM_000922","PDE3B"
"chr19",18359010,"NM_000923","PDE4C"
"chr12",54943177,"NM_000924","PDE1B"
"chr3",58419579,"NM_000925","PDHB"
"chr11",101000544,"NM_000926","PGR"
"chr7",87342639,"NM_000927","ABCB1"
"chr12",120765592,"NM_000928","PLA2G1B"
"chr1",20396701,"NM_000929","PLA2G5"
"chr8",42065194,"NM_000930","PLAT"
"chr11",64018995,"NM_000932","PLCB3"
"chr20",9288447,"NM_000933","PLCB4"
"chr17",1646130,"NM_000934","SERPINF2"
"chr3",145879282,"NM_000935","PLOD2"
"chr10",118305428,"NM_000936","PNLIP"
"chr17",7387698,"NM_000937","POLR2A"
"chr4",57844806,"NM_000938","POLR2B"
"chr2",25391559,"NM_000939","POMC"
"chr7",95025687,"NM_000940","PON3"
"chr7",75544420,"NM_000941","POR"
"chr15",64455354,"NM_000942","PPIB"
"chr5",122372425,"NM_000943","PPIC"
"chr4",102268628,"NM_000944","PPP3CA"
"chr2",68479651,"NM_000945","PPP3R1"
"chr12",57146146,"NM_000946","PRIM1"
"chr6",57182415,"NM_000947","PRIM2"
"chr6",22297730,"NM_000948","PRL"
"chr5",35230691,"NM_000949","PRLR"
"chrX",37208528,"NM_000950","PRRG1"
"chr19",50084587,"NM_000951","PRRG2"
"chr1",28503455,"NM_000952","PTAFR"
"chr14",52734431,"NM_000953","PTGDR"
"chr9",139871956,"NM_000954","PTGDS"
"chr19",14586174,"NM_000955","PTGER1"
"chr14",52781016,"NM_000956","PTGER2"
"chr5",40680032,"NM_000958","PTGER4"
"chr1",78956728,"NM_000959","PTGFR"
"chr19",47128354,"NM_000960","PTGIR"
"chr20",48184707,"NM_000961","PTGIS"
"chr9",125133284,"NM_000962","PTGS1"
"chr1",186649559,"NM_000963","PTGS2"
"chr17",38465423,"NM_000964","RARA"
"chr3",25469754,"NM_000965","RARB"
"chr12",53626040,"NM_000966","RARG"
"chr22",39715670,"NM_000967","RPL3"
"chr15",66797193,"NM_000968","RPL4"
"chr1",93297594,"NM_000969","RPL5"
"chr12",112847443,"NM_000970","RPL6"
"chr8",74205869,"NM_000971","RPL7"
"chr9",136215069,"NM_000972","RPL7A"
"chr8",146017805,"NM_000973","RPL8"
"chr1",24018269,"NM_000975","RPL11"
"chr9",130213711,"NM_000976","RPL12"
"chr16",89627065,"NM_000977","RPL13"
"chr17",37010053,"NM_000978","RPL23"
"chr19",49122675,"NM_000979","RPL18"
"chr19",17970687,"NM_000980","RPL18A"
"chr17",37356536,"NM_000981","RPL19"
"chr13",27825692,"NM_000982","RPL21"
"chr1",6259679,"NM_000983","RPL22"
"chr17",27047000,"NM_000984","RPL23A"
"chr18",47018935,"NM_000985","RPL17"
"chr3",101405563,"NM_000986","RPL24"
"chr17",8286565,"NM_000987","RPL26"
"chr17",41150446,"NM_000988","RPL27"
"chr8",99057818,"NM_000989","RPL30"
"chr11",8703995,"NM_000990","RPL27A"
"chr19",55897300,"NM_000991","RPL28"
"chr3",52029958,"NM_000992","RPL29"
"chr2",101618691,"NM_000993","RPL31"
"chr3",12883081,"NM_000994","RPL32"
"chr4",109541722,"NM_000995","RPL34"
"chr3",197677052,"NM_000996","RPL35A"
"chr5",40835387,"NM_000997","RPL37"
"chr2",217363520,"NM_000998","RPL37A"
"chr17",72199795,"NM_000999","RPL38"
"chrX",118925622,"NM_001000","RPL39"
"chr14",50087403,"NM_001001","RPL36AL"
"chr21",35014784,"NM_001001132","ITSN1"
"chr4",10041872,"NM_001001290","SLC2A9"
"chr7",141957878,"NM_001001317","PRSS58"
"chr12",90049844,"NM_001001323","ATP2B1"
"chr5",147549296,"NM_001001325","SPINK14"
"chr19",11546078,"NM_001001329","PRKCSH"
"chr10",65281123,"NM_001001330","REEP3"
"chr3",10547268,"NM_001001331","ATP2B2"
"chr10",102046121,"NM_001001342","BLOC1S2"
"chr5",156772729,"NM_001001343","FNDC9"
"chrX",152801580,"NM_001001344","ATP2B3"
"chr6",155585147,"NM_001001346","CLDN20"
"chr17",40169594,"NM_001001349","NKIRAS2"
"chr2",234652661,"NM_001001394","DNAJB3"
"chr12",16761148,"NM_001001395","LMO3"
"chr1",203595915,"NM_001001396","ATP2B4"
"chr16",1401873,"NM_001001410","TSR3"
"chr19",22379753,"NM_001001411","ZNF676"
"chr10",105218648,"NM_001001412","CALHM1"
"chr15",22736246,"NM_001001413","GOLGA6L1"
"chr19",39687604,"NM_001001414","NCCRP1"
"chr19",21688437,"NM_001001415","ZNF429"
"chr17",34808092,"NM_001001417","TBC1D3B"
"chr17",36348649,"NM_001001418","TBC1D3C"
"chr17",36283977,"NM_001001418","TBC1D3C"
"chr5",135468534,"NM_001001419","SMAD5"
"chr20",57226309,"NM_001001433","STX16"
"chr16",46865074,"NM_001001436","C16orf87"
"chr17",34625721,"NM_001001437","CCL3L3"
"chr17",34524147,"NM_001001437","CCL3L3"
"chr21",47648738,"NM_001001438","LSS"
"chr22",31031793,"NM_001001479","SLC35E4"
"chr11",1651033,"NM_001001480","KRTAP5-5"
"chr8",74791145,"NM_001001481","UBE2W"
"chr11",19138692,"NM_001001483","ZDHHC13"
"chr10",16478942,"NM_001001484","PTER"
"chr3",130612859,"NM_001001485","ATP2C1"
"chr5",176057557,"NM_001001502","SNCB"
"chr21",44313378,"NM_001001503","NDUFV3"
"chr19",4472193,"NM_001001520","HDGFL2"
"chr2",64068098,"NM_001001521","UGP2"
"chr11",117070040,"NM_001001522","TAGLN"
"chr1",151798553,"NM_001001523","RORC"
"chr19",19384074,"NM_001001524","TM6SF2"
"chr7",50800050,"NM_001001549","GRB10"
"chr9",86237964,"NM_001001551","IDNK"
"chr1",205391214,"NM_001001552","LEMD1"
"chr15",49447956,"NM_001001556","GALK2"
"chr8",97173020,"NM_001001557","GDF6"
"chr22",38004481,"NM_001001560","GGA1"
"chr19",39971052,"NM_001001563","TIMM50"
"chr21",44073862,"NM_001001567","PDE9A"
"chr1",43855483,"NM_001001653","MED8"
"chr12",109531293,"NM_001001655","ALKBH2"
"chr7",141618676,"NM_001001656","OR9A4"
"chr5",180167058,"NM_001001657","OR2Y1"
"chr7",142724219,"NM_001001658","OR9A2"
"chr7",143826206,"NM_001001659","OR2A14"
"chr12",25348150,"NM_001001660","ETFRF1"
"chr7",148823438,"NM_001001661","ZNF425"
"chr9",99616389,"NM_001001662","ZNF782"
"chr22",25335314,"NM_001001663","LHFPL7"
"chr2",139259350,"NM_001001664","SPOPL"
"chr2",127963343,"NM_001001665","CYP27C1"
"chr2",242127924,"NM_001001666","ANO7"
"chr7",142749438,"NM_001001667","OR6V1"
"chr19",57078890,"NM_001001668","ZNF470"
"chr5",148961135,"NM_001001669","ARHGEF37"
"chr9",84603687,"NM_001001670","SPATA31D1"
"chrX",19533379,"NM_001001671","MAP3K15"
"chr14",21029090,"NM_001001673","RNASE9"
"chr15",102358390,"NM_001001674","OR4F15"
"chr9",138555168,"NM_001001676","LCN9"
"chr17",4634703,"NM_001001683","MED11"
"chr22",50451055,"NM_001001694","IL17REL"
"chr4",120221968,"NM_001001701","C4orf3"
"chr9",140142244,"NM_001001710","FAM166A"
"chr11",103907308,"NM_001001711","DDI1"
"chr9",139637411,"NM_001001712","LCN10"
"chr21",40817797,"NM_001001713","SH3BGR"
"chr13",98795352,"NM_001001715","FARP1"
"chrY",20137668,"NM_001001722","CDY2B"
"chrY",19992099,"NM_001001722","CDY2B"
"chr10",97759848,"NM_001001732","CC2D2B"
"chr1",160147201,"NM_001001734","ATP1A4"
"chr1",176176380,"NM_001001740","COP1"
"chr11",121986923,"NM_001001786","BLID"
"chr6",150244288,"NM_001001788","RAET1G"
"chr9",37592636,"NM_001001790","TOMM5"
"chr10",75682535,"NM_001001791","C10orf55"
"chr22",50765489,"NM_001001794","DENND6B"
"chr8",145754458,"NM_001001795","C8orf82"
"chr7",144015218,"NM_001001802","OR2A42"
"chr7",143929936,"NM_001001802","OR2A42"
"chr1",248738058,"NM_001001821","OR2T34"
"chr1",248814185,"NM_001001824","OR2T27"
"chr1",248802559,"NM_001001827","OR2T35"
"chr3",93747454,"NM_001001850","STX19"
"chr10",7708961,"NM_001001851","ITIH5"
"chr22",50354143,"NM_001001852","PIM3"
"chr14",58618847,"NM_001001872","ARMH4"
"chr9",6328349,"NM_001001874","TPD52L3"
"chrY",20708577,"NM_001001877","HSFY2"
"chrY",20935601,"NM_001001877","HSFY2"
"chrX",8432871,"NM_001001888","VCX3B"
"chr21",36260987,"NM_001001890","RUNX1"
"chr21",38445571,"NM_001001894","TTC3"
"chr21",43823971,"NM_001001895","UBASH3A"
"chr14",22133297,"NM_001001912","OR4E2"
"chr11",5810046,"NM_001001913","OR52N1"
"chr1",247768888,"NM_001001914","OR2G3"
"chr1",247751662,"NM_001001915","OR2G2"
"chr11",5067756,"NM_001001916","OR52J3"
"chr11",6048971,"NM_001001917","OR56A1"
"chr1",248512077,"NM_001001918","OR14C36"
"chr9",107289490,"NM_001001919","OR13C4"
"chr11",55321783,"NM_001001920","OR4C15"
"chr11",55797895,"NM_001001921","OR5AS1"
"chr11",5799897,"NM_001001922","OR52N5"
"chr9",125551212,"NM_001001923","OR5C1"
"chr8",17658426,"NM_001001924","MTUS1"
"chr22",46546499,"NM_001001928","PPARA"
"chr1",75594119,"NM_001001933","LHX8"
"chr18",43678319,"NM_001001935","ATP5F1A"
"chr10",116164537,"NM_001001936","AFAP1L2"
"chr9",91605778,"NM_001001938","S1PR3"
"chr11",55587106,"NM_001001952","OR5D18"
"chr11",123893720,"NM_001001953","OR10G9"
"chr11",59190426,"NM_001001954","OR5A2"
"chr11",49973943,"NM_001001955","OR4C13"
"chr9",107380485,"NM_001001956","OR13C9"
"chr1",248058889,"NM_001001957","OR2W3"
"chr19",9237626,"NM_001001958","OR7G3"
"chr1",248005198,"NM_001001959","OR11L1"
"chr11",55682058,"NM_001001960","OR5W2"
"chr9",107299094,"NM_001001961","OR13C3"
"chr1",248112160,"NM_001001963","OR2L8"
"chr1",248790429,"NM_001001964","OR2T11"
"chr11",123810324,"NM_001001965","OR4D5"
"chr1",247979031,"NM_001001966","OR14A16"
"chr11",55540914,"NM_001001967","OR5D13"
"chr14",21109850,"NM_001001968","OR6S1"
"chr10",61122352,"NM_001001971","FAM13C"
"chr10",7830093,"NM_001001973","ATP5F1C"
"chr10",124134094,"NM_001001974","PLEKHA1"
"chr19",1241749,"NM_001001975","ATP5F1D"
"chr10",123687578,"NM_001001976","ATE1"
"chr11",35547579,"NM_001001991","PAMR1"
"chr21",30396938,"NM_001001992","USP16"
"chrX",13956831,"NM_001001994","GPM6B"
"chr1",11159967,"NM_001001998","EXOSC10"
"chr12",120639014,"NM_001002","RPLP0"
"chr14",24701628,"NM_001002000","GMPR2"
"chr2",18770846,"NM_001002006","NT5C1B"
"chr7",33102409,"NM_001002009","NT5C3A"
"chr16",3074287,"NM_001002017","HCFC1R1"
"chr12",132413798,"NM_001002019","PUS1"
"chr21",45719917,"NM_001002021","PFKL"
"chr3",137717658,"NM_001002026","CLDN18"
"chr17",46970148,"NM_001002027","ATP5MC1"
"chr6",31949834,"NM_001002029","C4B"
"chr6",31982572,"NM_001002029","C4B"
"chr6",127664754,"NM_001002030","ECHDC1"
"chr12",54070512,"NM_001002031","ATP5MC2"
"chr17",73150778,"NM_001002032","JPT1"
"chr22",42470255,"NM_001002034","PHETA2"
"chr11",71544246,"NM_001002035","DEFB108B"
"chr2",96804175,"NM_001002036","ASTL"
"chr19",51376689,"NM_001002231","KLK2"
"chr2",64751439,"NM_001002243","AFTPH"
"chr17",79849589,"NM_001002244","ANAPC11"
"chr12",123464607,"NM_001002251","ARL6IP4"
"chrX",69269788,"NM_001002254","AWAT2"
"chr6",149721495,"NM_001002255","SUMO4"
"chr2",30670092,"NM_001002257","LCLAT1"
"chr12",30907448,"NM_001002259","CAPRIN2"
"chr10",99498234,"NM_001002261","ZFYVE27"
"chr13",43566407,"NM_001002264","EPSTI1"
"chr9",37785089,"NM_001002269","EXOSC3"
"chr1",161632905,"NM_001002273","FCGR2B"
"chr1",68698229,"NM_001002292","WLS"
"chr1",171060018,"NM_001002294","FMO3"
"chr10",8096667,"NM_001002295","GATA3"
"chr8",41348173,"NM_001002296","GOLGA7"
"chr2",69664760,"NM_001002755","NFU1"
"chrY",24242154,"NM_001002758","PRY2"
"chrY",24636544,"NM_001002758","PRY2"
"chr10",105881929,"NM_001002759","SFR1"
"chrY",25130410,"NM_001002760","BPY2B"
"chrY",27198251,"NM_001002760","BPY2B"
"chrY",26764151,"NM_001002760","BPY2B"
"chrY",26764151,"NM_001002761","BPY2C"
"chrY",27198251,"NM_001002761","BPY2C"
"chrY",25130410,"NM_001002761","BPY2C"
"chr10",74114907,"NM_001002762","DNAJB12"
"chr5",94417570,"NM_001002796","MCTP1"
"chr1",144995033,"NM_001002810","PDE4DIP"
"chr19",56632742,"NM_001002836","ZNF787"
"chr22",31518909,"NM_001002837","INPP5J"
"chrX",54384438,"NM_001002838","WNK3"
"chr17",45286428,"NM_001002841","MYL4"
"chr15",57026284,"NM_001002843","ZNF280D"
"chr15",60690185,"NM_001002857","ANXA2"
"chr14",93799438,"NM_001002860","BTBD7"
"chr22",24181199,"NM_001002862","DERL3"
"chr22",42343168,"NM_001002876","CENPM"
"chr22",29949736,"NM_001002877","THOC5"
"chr22",39052658,"NM_001002880","CBY1"
"chr1",161691334,"NM_001002901","FCRLB"
"chr11",124120423,"NM_001002905","OR8G1"
"chrY",20297335,"NM_001002906","XKRY2"
"chrY",19882440,"NM_001002906","XKRY2"
"chr11",56113515,"NM_001002907","OR8K1"
"chr17",42580970,"NM_001002909","GPATCH8"
"chr16",20085100,"NM_001002911","GPR139"
"chr1",75139422,"NM_001002912","ERICH3"
"chr9",130477936,"NM_001002913","PTRH1"
"chr17",7255208,"NM_001002914","KCTD11"
"chr19",46651039,"NM_001002915","IGFL2"
"chrX",103268259,"NM_001002916","H2BW1"
"chr11",124180662,"NM_001002917","OR8D1"
"chr11",124190093,"NM_001002918","OR8D2"
"chr2",288308,"NM_001002919","ALKAL2"
"chr8",43147585,"NM_001002920","POTEA"
"chr19",46544274,"NM_001002923","IGFL4"
"chr11",56409915,"NM_001002925","OR5AP2"
"chr7",19748660,"NM_001002926","POLR1F"
"chr15",69745159,"NM_001003","RPLP1"
"chr6",125475420,"NM_001003395","TPD52L1"
"chr12",32260185,"NM_001003398","BICD1"
"chr22",39966758,"NM_001003406","CACNA1I"
"chr10",116444414,"NM_001003407","ABLIM1"
"chr11",5968577,"NM_001003443","OR56A3"
"chr18",45457517,"NM_001003652","SMAD2"
"chr1",226736501,"NM_001003665","STUM"
"chr18",13611463,"NM_001003674","LDLRAD4"
"chr11",46958240,"NM_001003676","CSTPP1"
"chr1",65886335,"NM_001003679","LEPR"
"chr22",35653445,"NM_001003681","HMGXB4"
"chr1",29450421,"NM_001003682","TMEM200B"
"chr2",183387572,"NM_001003683","PDE1A"
"chr22",30163358,"NM_001003684","UQCR10"
"chr4",146403957,"NM_001003688","SMAD1"
"chr6",43597279,"NM_001003690","MAD2L1BP"
"chr22",30162969,"NM_001003692","ZMAT5"
"chr6",31674684,"NM_001003693","LY6G6F"
"chr3",9773434,"NM_001003694","BRPF1"
"chr21",27107965,"NM_001003696","ATP5PF"
"chr6",7108086,"NM_001003698","RREB1"
"chr7",143892791,"NM_001003702","ARHGEF35"
"chr22",30821611,"NM_001003704","MTFP1"
"chr12",76953589,"NM_001003712","OSBPL8"
"chr7",99063824,"NM_001003713","ATP5MF"
"chr17",73663269,"NM_001003715","RECQL5"
"chr9",131266971,"NM_001003722","GLE1"
"chr11",7961067,"NM_001003745","OR10A3"
"chr11",55860784,"NM_001003750","OR8I2"
"chr6",53530506,"NM_001003760","KLHL31"
"chr17",73043074,"NM_001003785","ATP5PD"
"chr17",61819330,"NM_001003786","STRADA"
"chr22",51222087,"NM_001003789","RABL2B"
"chr8",37594197,"NM_001003790","ERLIN2"
"chr3",29322803,"NM_001003792","RBMS3"
"chr3",127542093,"NM_001003794","MGLL"
"chr7",74508347,"NM_001003795","GTF2IRD2B"
"chr22",42084913,"NM_001003796","SNU13"
"chr7",38313248,"NM_001003799","TARP"
"chr9",95527083,"NM_001003800","BICD2"
"chr7",150945749,"NM_001003801","SMARCD3"
"chr14",50779047,"NM_001003803","DMAC2L"
"chr18",3845358,"NM_001003809","DLGAP1"
"chr4",83295149,"NM_001003810","HNRNPD"
"chrX",70128567,"NM_001003811","TEX11"
"chr11",5617865,"NM_001003818","TRIM6"
"chr11",5617865,"NM_001003819","TRIM6-TRIM34"
"chr11",5641174,"NM_001003827","TRIM34"
"chr22",44395091,"NM_001003828","PARVB"
"chr5",1201710,"NM_001003841","SLC6A19"
"chr2",171571857,"NM_001003845","SP5"
"chr22",20861829,"NM_001003891","MED15"
"chr10",76818272,"NM_001003892","DUSP29"
"chrY",27768264,"NM_001003894","CDY1B"
